Afrika	アフリカ
Bosnia sy Herzegovina	ボスニア・ヘルツェゴビナ
Azerbaijana	アゼルバイジャン
Andora	アンドラ
Repoblikan'i Kipra	キプロス
Jeorjia	グルジア
Kazakstàna	カザフスタン
Malta	マルタ
Monakô	モナコ
Montenegro	モンテネグロ
San Marino	サンマリノ
Brussel	ブリュッセル市
Kioba	キューバ
Belizy	ベリーズ
Barbady	バルバドス
Antso	無線通信
Indonezia	インドネシア
Wolfgang Amadeus Mozart	ヴォルフガング・アマデウス・モーツァルト
Ludwig van Beethoven	ルートヴィヒ・ヴァン・ベートーヴェン
Fiteny tiorka	トルコ語
Afrika Atsimo	南アフリカ共和国
Aljeria	アルジェリア
Varsôvia	ワルシャワ
Rano	水
Hazo	木材
Tours	トゥール (アンドル＝エ＝ロワール県)
Claude Monet	クロード・モネ
Silia	チリ
El Greco	エル・グレコ
Jesoa	イエス・キリスト
Elvis Presley	エルヴィス・プレスリー
Galileo Galilei	ガリレオ・ガリレイ
Merkiora	水星
Tantara	歴史
Apple	アップル インコーポレイテッド
Venosy	金星
Fiteny	言語
Didy jadona	独裁政治
Vondron-kintana	銀河
Uranus	天王星
Eduardo Frei Ruiz-Tagle	エドゥアルド・フレイ・ルイスタグレ
Nicolas Sarkozy	ニコラ・サルコジ
Hainkintana	天文学
Singapaoro	シンガポール
Siansa	科学
Montréal	モントリオール
Rindrankajy malalaka	フリーソフトウェア
Quimper	カンペール
La Flèche	ラ・フレーシュ
Liechtenstein	リヒテンシュタイン
Adolf Hitler	アドルフ・ヒトラー
Facebook	Facebook
WikiLeaks	ウィキリークス
Ady Lehibe Voalohany	第一次世界大戦
Ady Lehibe Faharoa	第二次世界大戦
Kolikoly	汚職
Augusto Pinochet	アウグスト・ピノチェト
František Plánička	フランティシェク・プラーニチカ
Ubuntu	Ubuntu
Skopje	スコピエ
Linux	Linux
Bob Dylan	ボブ・ディラン
Fanisana	数学
U2	U2
Fiteny latina	ラテン語
Armenia	アルメニア
Jenna Jameson	ジェナ・ジェイムソン
Serbia	セルビア
Volana	月
Aostralia	オーストラリア
Bob Marley	ボブ・マーリー
Carl Sagan	カール・セーガン
Fizika	物理学
Arjentina	アルゼンチン
Fifandraisan-davitra	電気通信
Però	ペルー
Biolojia	生物学
Korea Avaratra	朝鮮民主主義人民共和国
Kambodia	カンボジア
Ljubljana	リュブリャナ
Salvador Allende	サルバドール・アジェンデ
Naturalis Historia	博物誌
Lech Wałęsa	レフ・ヴァウェンサ
Kodiarana	車輪
Fandriam-pahalemana	平和
Encyclopædia Britannica	ブリタニカ百科事典
Vondrona Eoropeana	欧州連合
Plôvdiv	プロヴディフ
Philipp Ludwig von Seidel	ルートヴィヒ・ザイデル
Tranonkala	World Wide Web
Sofia	ソフィア (ブルガリア)
Voina tao Chernobyl	チェルノブイリ原子力発電所事故
Arthur Rimbaud	アルチュール・ランボー
Tay	糞
Fory	肛門
Charles Baudelaire	シャルル・ボードレール
Stendhal	スタンダール
Akondro	バナナ
Émile Zola	エミール・ゾラ
Vladimir Vysotsky	ヴラジーミル・ヴィソツキー
Tanàna	都市
Napoleon	ナポレオン・ボナパルト
Kintana	恒星
Masoandro	太陽
Louis Pasteur	ルイ・パスツール
Ingemar Stenmark	インゲマル・ステンマルク
Taon-kazavana	光年
Victor Hugo	ヴィクトル・ユーゴー
Oseania	オセアニア
Giuseppe Garibaldi	ジュゼッペ・ガリバルディ
Rafitry ny masoandro	太陽系
Ranomasina Baltika	バルト海
Nify	歯
Wikimedia Commons	ウィキメディア・コモンズ
Angela Merkel	アンゲラ・メルケル
Famoaham-peo	スピーカー
Boky	本
Oslo	オスロ
Katowice	カトヴィツェ
Luís de Camões	ルイス・デ・カモンイス
Lisbon	リスボン
Lionel Messi	リオネル・メッシ
Nicolas Copernic	ニコラウス・コペルニクス
Karbônina	炭素
Alessandro Del Piero	アレッサンドロ・デル・ピエロ
Ôksizenina	酸素
Fajiry	惑星
Cléopâtre VII	クレオパトラ7世
Mozika	音楽
Lille	リール (フランス)
Môsikao	モスクワ
Fiteny italiana	イタリア語
Tsady	チャド
Viraty	アルミニウム
India	インド
Silisiôma	ケイ素
André-Marie Ampère	アンドレ＝マリ・アンペール
Vy	鉄
Alessandro Volta	アレッサンドロ・ボルタ
Samoa	サモア
Nosy Solomona	ソロモン諸島
Vanoato	バヌアツ
Molière	モリエール
Papoa Ginea Vao	パプアニューギニア
William Shakespeare	ウィリアム・シェイクスピア
Palao	パラオ
Naoro	ナウル
Mozilla Firefox	Mozilla Firefox
Angano	メルヘン
Mongolia	モンゴル国
Fiji	フィジー
Stevie Wonder	スティーヴィー・ワンダー
Venezoela	ベネズエラ
Saginaw, Michigan	サギノー (ミシガン州)
Maine	メイン州
Soavaly	ウマ
Fitaovam-piadiana	武器
Biby	動物
Sorinama	スリナム
Paragoay	パラグアイ
Kanto	芸術
Ekoadôra	エクアドル
Kolombia	コロンビア
Jean Racine	ジャン・ラシーヌ
Pierre Corneille	ピエール・コルネイユ
Bolivia	ボリビア
Zavamaniry	植物
New Hampshire	ニューハンプシャー州
Léonard de Vinci	レオナルド・ダ・ヴィンチ
Masina Kitts sy Nevis	セントクリストファー・ネイビス
Dario Fo	ダリオ・フォ
Jamaika	ジャマイカ
Massachusetts	マサチューセッツ州
Goatemala	グアテマラ
Bahamasy	バハマ
Connecticut	コネチカット州
Antigua sy Barbuda	アンティグア・バーブーダ
Hawaii	ハワイ州
Hôndorasy	ホンジュラス
Ranomasimbe Arktika	北極海
Haiti	ハイチ
Taumata­whakatangihanga­koauau­o­tamatea­turi­pukaka­piki­maungah­oronuku­pokai­whenuaki­tanatahu	タウマタファカタンギハンガコアウアウオタマテアポカイフェヌアキタナタフ
Salvador	エルサルバドル
Iran	イラン
Iraka	イラク
Alaska	アラスカ州
Costa Rica	コスタリカ
Israely	イスラエル
Panama	パナマ
Yemen	イエメン
Fiteny poloney	ポーランド語
Jordania	ヨルダン
Nikaragoa	ニカラグア
Florida	フロリダ州
Arizona	アリゾナ州
Laôsa	ラオス
Libana	レバノン
Oregon	オレゴン州
Maldiva	モルディブ
Amerika	アメリカ州
Utah	ユタ州
Malezia	マレーシア
Mikhail Bulgakov	ミハイル・ブルガーコフ
Myanmara	ミャンマー
Nepal	ネパール
Omàna	オマーン
Katara	カタール
François Villon	フランソワ・ヴィヨン
MySQL	MySQL
Arabia Saodita	サウジアラビア
Andreï Tarkovski	アンドレイ・タルコフスキー
Sri Lanka	スリランカ
Joseph Stalin	ヨシフ・スターリン
Siria	シリア
Plato	プラトン
Joseph Brodsky	ヨシフ・ブロツキー
Taiwan	中華民国
Aristotle	アリストテレス
Tailandy	タイ王国
Fiarandalamby	列車
Radiô	ラジオ
Meryl Streep	メリル・ストリープ
Vietnam	ベトナム
Charlie Chaplin	チャールズ・チャップリン
Korea Atsimo	大韓民国
Józef Piłsudski	ユゼフ・ピウスツキ
Ny Simpsons	ザ・シンプソンズ
Afganistana	アフガニスタン
J. R. R. Tolkien	J・R・R・トールキン
Volamena	金
Lakandranon'i Suez	スエズ運河
Franz Kafka	フランツ・カフカ
Jorge Luis Borges	ホルヘ・ルイス・ボルヘス
Mali	マリ共和国
Socrates	ソクラテス
Angola	アンゴラ
Botàna	ブータン
Twitter	Twitter
Boroney	ブルネイ
Tanzania	タンザニア
Filipina	フィリピン
Repoblikan'i Afrika Afovoany	中央アフリカ共和国
Tendrontany Avaratra	北極点
Isaac Newton	アイザック・ニュートン
Albert Einstein	アルベルト・アインシュタイン
Pedro I an'i Brazila	ペドロ1世 (ブラジル皇帝)
Togo	トーゴ
Tonizia	チュニジア
John Bardeen	ジョン・バーディーン
Beijing	北京市
Benina	ベナン
Botsoana	ボツワナ
Komaoro	コモロ
Repoblikan'i Kongo	コンゴ共和国
Repoblika Demokratikan'i Kongo	コンゴ民主共和国
San Antonio	サンアントニオ
Jibotia	ジブチ
Ginea Ekoatorialy	赤道ギニア
Eritrea	エリトリア
New Delhi	ニューデリー
Joany Paoly II	ヨハネ・パウロ2世 (ローマ教皇)
Fyodor Dostoyevsky	フョードル・ドストエフスキー
Tbilisi	トビリシ
Andreï Sakharov	アンドレイ・サハロフ
Gabona	ガボン
Mohandas Karamchand Gandhi	マハトマ・ガンディー
Gambia	ガンビア
Ginea	ギニア
Ginea-Bissau	ギニアビサウ
Côte d'Ivoire	コートジボワール
Kamerona	カメルーン
Cabo Verde	カーボベルデ
Lesoto	レソト
Liberia	リベリア
Libia	リビア
Madagasikara	マダガスカル
Malawi	マラウイ
Maoritania	モーリタニア
Maorisy	モーリシャス
Marôka	モロッコ
Mozambika	モザンビーク
Namibia	ナミビア
France Prešeren	フランツェ・プレシェーレン
Nizeria	ナイジェリア
Charles Darwin	チャールズ・ダーウィン
Oganda	ウガンダ
Roanda	ルワンダ
Senegala	セネガル
Seychelles	セーシェル
Carl von Linné	カール・フォン・リンネ
Sierra Leone	シエラレオネ
Somalia	ソマリア
Jawaharlal Nehru	ジャワハルラール・ネルー
Joliosy Kaisara	ガイウス・ユリウス・カエサル
Sodana	スーダン
Soazilandy	スワジランド
Gujarat	グジャラート州
Firenena Mikambana	国際連合
Dante Alighieri	ダンテ・アリギエーリ
Ahmedabad	アフマダーバード
Jeografia	地理学
Bill Clinton	ビル・クリントン
Indira Gandhi	インディラ・ガンディー
Hector Berlioz	エクトル・ベルリオーズ
Jamnagar	ジャームナガル
Mumbai	ムンバイ
Andhra Pradesh	アーンドラ・プラデーシュ州
Arunachal Pradesh	アルナーチャル・プラデーシュ州
Assam	アッサム州
Bihar	ビハール州
Michigan	ミシガン州
Goa	ゴア州
Maurice Ravel	モーリス・ラヴェル
Puerto Rico	プエルトリコ
Karnataka	カルナータカ州
Kerala	ケーララ州
Madhya Pradesh	マディヤ・プラデーシュ州
Usain Bolt	ウサイン・ボルト
Maharashtra	マハーラーシュトラ州
Manipur	マニプル州
John Lennon	ジョン・レノン
Illinois	イリノイ州
Dakôta Avaratra	ノースダコタ州
Dakota Atsimo	サウスダコタ州
Montana	モンタナ州
Wyoming	ワイオミング州
Jerusalem	エルサレム
Idaho	アイダホ州
Washington	ワシントン州
Bruce Springsteen	ブルース・スプリングスティーン
Nevada	ネバダ州
Ranomasimbe Indiana	インド洋
Ban Ki-moon	潘基文
Kofi Annan	コフィー・アナン
Kolorado	コロラド州
Dag Hammarskjöld	ダグ・ハマーショルド
Frédéric Chopin	フレデリック・ショパン
Blaise Pascal	ブレーズ・パスカル
Chicago	シカゴ
The Beatles	ビートルズ
Lohataona	春
Fararano	秋
Saddam Hussein	サッダーム・フセイン
Osama Bin Laden	ウサーマ・ビン・ラーディン
Fiteny espaniola	スペイン語
Johann Sebastian Bach	ヨハン・ゼバスティアン・バッハ
Antonio Vivaldi	アントニオ・ヴィヴァルディ
Pittsburgh	ピッツバーグ
Philadelphia	フィラデルフィア
Kolkata	コルカタ
Chennai	チェンナイ
Faritan'i Delhi	デリー
Bangalore	バンガロール
Bengaly andrefana	西ベンガル州
Hyderabad, India	ハイデラバード
Voankazo	果実
Vola	貨幣
Virjinia	バージニア州
West Virginia	ウェストバージニア州
Rhode Island	ロードアイランド州
Maryland	メリーランド州
Delaware	デラウェア州
Vladimir Lenin	ウラジーミル・レーニン
Ohio	オハイオ州
Virgil	ウェルギリウス
Nicolas Machiavel	ニッコロ・マキャヴェッリ
Pennsylvania	ペンシルベニア州
Petrarch	ペトラルカ
Giovanni Boccaccio	ジョヴァンニ・ボッカッチョ
Luigi Pirandello	ルイジ・ピランデルロ
Uetersen	ユーテルゼン
Auguste	アウグストゥス
Windows	Microsoft Windows
Tiberius	ティベリウス
New Jersey	ニュージャージー州
Caligula	カリグラ
Indiana	インディアナ州
Fiarakodia	自動車
Domitian	ドミティアヌス
Trajan	トラヤヌス
Roger Federer	ロジャー・フェデラー
Georgia (U.S. state)	ジョージア州
Antoninus Pius	アントニヌス・ピウス
Marcus Aurelius	マルクス・アウレリウス・アントニヌス
Zagreb	ザグレブ
Rajasthan	ラージャスターン州
Texas	テキサス州
Tamil Nadu	タミル・ナードゥ州
North Carolina	ノースカロライナ州
Karôlina Antsimo	サウスカロライナ州
Manille	マニラ
Ferdinand Marcos	フェルディナンド・マルコス
Quezon City	ケソン
Le Mans	ル・マン
Bordeaux	ボルドー
Corazon Aquino	コラソン・アキノ
Buenos Aires	ブエノスアイレス
Mexico	メキシコシティ
Tokyo	東京都
Barselona	バルセロナ
Mississippi	ミシシッピ州
Ferdinand Magellan	フェルディナンド・マゼラン
Mississipi (renirano)	ミシシッピ川
Uttarakhand	ウッタラーカンド州
Sikkim	シッキム州
Tennessee	テネシー州
Richard Wagner	リヒャルト・ワーグナー
Robert Louis Stevenson	ロバート・ルイス・スティーヴンソン
Nagpur	ナーグプル
Janis Joplin	ジャニス・ジョプリン
Abidjan	アビジャン
Astana	アスタナ
New Mexico	ニューメキシコ州
Ramesses II	ラムセス2世
Athens	アテネ
Minnesota	ミネソタ州
Baghdad	バグダード
Wisconsin	ウィスコンシン州
Pune	プネー
Cicero	マルクス・トゥッリウス・キケロ
Iowa	アイオワ州
Nebraska	ネブラスカ州
Kansas	カンザス州
Havana	ハバナ
Fiteny hindi	ヒンディー語
Misoria	ミズーリ州
Georg Ohm	ゲオルク・オーム
Louisiana	ルイジアナ州
Luigi Galvani	ルイージ・ガルヴァーニ
Nagaland	ナガランド州
Kentucky	ケンタッキー州
Arkansas	アーカンソー州
Neil Armstrong	ニール・アームストロング
Fiteny urdu	ウルドゥー語
Charles Lindbergh	チャールズ・リンドバーグ
Sigfrid Edström	ジークフリード・エドストレーム
Édith Piaf	エディット・ピアフ
Oklahoma	オクラホマ州
Jacques Brel	ジャック・ブレル
Jason Richardson	ジェイソン・リチャードソン
Ranomasina Avaratra	北海
Serge Gainsbourg	セルジュ・ゲンスブール
Madonna	マドンナ (歌手)
Kaopenagy	コペンハーゲン
Stockholm	ストックホルム
Helsinki	ヘルシンキ
Reykjavík	レイキャヴィーク
Tallinn	タリン
Riga	リガ
Louis Armstrong	ルイ・アームストロング
Bratislava	ブラチスラヴァ
Budapest	ブダペスト
Franckfort/Main	フランクフルト・アム・マイン
Zinedine Zidane	ジネディーヌ・ジダン
Laurent Blanc	ローラン・ブラン
Katolisisma	カトリシズム
Vaduz	ファドゥーツ
Baiboly	聖書
Phnom Penh	プノンペン
Hô-Chi-Minh-Ville	ホーチミン市
Hanoi	ハノイ
Tena Fiangonan'i Jesoa	真イエス教会
Fiteny anglisy	英語
Bangkok	バンコク
Andorra la Vella	アンドラ・ラ・ベリャ
Taipei	台北市
Đồng Hới	ドンホイ
Corentin Martins	コランタン・マルティンス
Concepción	コンセプシオン (チリ)
Sabri Lamouchi	サブリ・ラムシ
Jürgen Locadia	ユルゲン・ロカディア
Diplaomasia	外交
Memphis Depay	メンフィス・デパイ
Kiev	キエフ
Ontario	オンタリオ州
Hugo Lloris	ウーゴ・ロリス
Mathieu Debuchy	マテュー・ドゥビュシー
Adil Rami	アディル・ラミ
Yohan Cabaye	ヨアン・キャバイェ
Olivier Giroud	オリヴィエ・ジルー
Karim Benzema	カリム・ベンゼマ
Florent Malouda	フローラン・マルダ
Laurent Koscielny	ローラン・コシールニー
Patrice Évra	パトリス・エヴラ
Philippe Mexès	フィリップ・メクセス
Franck Ribéry	フランク・リベリー
Mathieu Valbuena	マテュー・ヴァルブエナ
Samir Nasri	サミル・ナスリ
Blaise Matuidi	ブレーズ・マテュイディ
Anthony Réveillère	アントニー・レヴェイエール
Jérémy Ménez	ジェレミー・メネス
Steve Mandanda	スティーヴ・マンダンダ
Yann M'Vila	ヤン・エムヴィラ
Alou Diarra	アルー・ディアッラ
Marvin Martin	マルヴァン・マルタン
Hatem Ben Arfa	ハテム・ベン・アルファ
Gaël Clichy	ガエル・クリシー
Ottawa	オタワ
Cédric Carrasso	セドリック・カラッソ
Sidney Govou	シドニー・ゴブ
Éric Abidal	エリック・アビダル
Djibril Cissé	ジブリル・シセ
William Gallas	ウィリアム・ギャラス
Bacary Sagna	バカリ・サニャ
Nicolas Anelka	ニコラ・アネルカ
André-Pierre Gignac	アンドレ＝ピエール・ジニャック
Sébastien Squillaci	セバスティアン・スキラシ
Abou Diaby	アブー・ディアビ
Jérémy Toulalan	ジェレミー・トゥララン
Yerevan	エレバン
Hermann Maier	ヘルマン・マイヤー
Końskowola	コィンスコヴォラ
Dar es Salam	ダルエスサラーム
Khartoum	ハルツーム
2006	2006年
1900	1900年
1901	1901年
François Mitterrand	フランソワ・ミッテラン
Titus Livius	ティトゥス・リウィウス
Charles de Gaulle	シャルル・ド・ゴール
1902	1902年
1903	1903年
1904	1904年
1905	1905年
1907	1907年
1906	1906年
Seneca the Younger	ルキウス・アンナエウス・セネカ
Juan Manuel Fangio	ファン・マヌエル・ファンジオ
1914	1914年
1915	1915年
1997	1997年
Sakafo	食品
Jacques Chirac	ジャック・シラク
Valéry Giscard d'Estaing	ヴァレリー・ジスカール・デスタン
Halifax	ハリファックス
Québec (tanàna)	ケベック・シティー
1920	1920年
Tacitus	タキトゥス
1921	1921年
1922	1922年
1923	1923年
Lance Armstrong	ランス・アームストロング
1924	1924年
Georges Pompidou	ジョルジュ・ポンピドゥー
6 Janoary	1月6日
9 Janoary	1月9日
10 Janoary	1月10日
11 Janoary	1月11日
13 Janoary	1月13日
15 Janoary	1月15日
Tom Hanks	トム・ハンクス
17 Janoary	1月17日
19 Janoary	1月19日
23 Janoary	1月23日
Empira Romana	ローマ帝国
25 Janoary	1月25日
Minsk	ミンスク
26 Janoary	1月26日
29 Janoary	1月29日
30 Janoary	1月30日
31 Janoary	1月31日
Pink Floyd	ピンク・フロイド
Kurów	クルフ
5 Febroary	2月5日
7 Febroary	2月7日
8 Febroary	2月8日
9 Febroary	2月9日
10 Febroary	2月10日
Simia	化学
Led Zeppelin	レッド・ツェッペリン
14 Febroary	2月14日
13 Febroary	2月13日
15 Febroary	2月15日
11 Febroary	2月11日
12 Febroary	2月12日
Robin van Persie	ロビン・ファン・ペルシ
23 Febroary	2月23日
25 Febroary	2月25日
27	27年
12 Desambra	12月12日
4 Martsa	3月4日
21 Martsa	3月21日
1982	1982年
Mogadishu	モガディシュ
24 Martsa	3月24日
26 Martsa	3月26日
29 Martsa	3月29日
Sana'a	サナア
1972	1972年
Tarawa	タラワ
Konrad Adenauer	コンラート・アデナウアー
Benoît XVI	ベネディクト16世 (ローマ教皇)
Ludwig Erhard	ルートヴィヒ・エアハルト
Kurt Georg Kiesinger	クルト・ゲオルク・キージンガー
Willy Brandt	ヴィリー・ブラント
Helmut Schmidt	ヘルムート・シュミット
Helmut Kohl	ヘルムート・コール
21 Aprily	4月21日
Gerhard Schröder	ゲアハルト・シュレーダー
1 Mey	5月1日
6 Mey	5月6日
13 Mey	5月13日
Messier 86	M86 (天体)
22 Mey	5月22日
25 Mey	5月25日
29 Mey	5月29日
31 Mey	5月31日
Matthew Vaughn	マシュー・ヴォーン
Paul McCartney	ポール・マッカートニー
Erich Honecker	エーリッヒ・ホーネッカー
15 Jiona	6月15日
10 Jiona	6月10日
12 Jiona	6月12日
3 Jiona	6月3日
30 Jiona	6月30日
29 Jiona	6月29日
26 Jiona	6月26日
22 Jiona	6月22日
27 Jiona	6月27日
23 Desambra	12月23日
Emperora Wilhelm II	ヴィルヘルム2世 (ドイツ皇帝)
Arnold Schwarzenegger	アーノルド・シュワルツェネッガー
12 Jolay	7月12日
10 Jolay	7月10日
9 Jolay	7月9日
14 Jolay	7月14日
8 Jolay	7月8日
7 Jolay	7月7日
6 Jolay	7月6日
4 Jolay	7月4日
1 Jolay	7月1日
11 Jolay	7月11日
Baolina kitra	サッカー
Louis de Funès	ルイ・ド・フュネス
Bourvil	ブールヴィル
Jaroslav Hašek	ヤロスラフ・ハシェク
12 Aogositra	8月12日
10 Aogositra	8月10日
8 Aogositra	8月8日
9 Aogositra	8月9日
4 Aogositra	8月4日
2 Aogositra	8月2日
3 Aogositra	8月3日
1 Aogositra	8月1日
Brothers Grimm	グリム兄弟
IPad	IPad
Madrid	マドリード
Elton John	エルトン・ジョン
16 Aogositra	8月16日
Coca-Cola	コカ・コーラ
25 Aogositra	8月25日
21 Aogositra	8月21日
24 Aogositra	8月24日
Michael Jackson	マイケル・ジャクソン
Gripa	インフルエンザ
Bogotá	ボゴタ
Brasília	ブラジリア
4 Septambra	9月4日
1 Septambra	9月1日
Lima	リマ
25 Septambra	9月25日
Santiago	サンティアゴ (チリ)
24 Septambra	9月24日
21 Septambra	9月21日
Quito	キト
Sucre	スクレ (ボリビア)
1 Oktobra	10月1日
15 Oktobra	10月15日
12 Oktobra	10月12日
10 Oktobra	10月10日
14 Oktobra	10月14日
9 Oktobra	10月9日
8 Oktobra	10月8日
13 Oktobra	10月13日
7 Oktobra	10月7日
11 Oktobra	10月11日
6 Oktobra	10月6日
4 Oktobra	10月4日
5 Oktobra	10月5日
3 Oktobra	10月3日
2 Oktobra	10月2日
Asunción	アスンシオン
22 Oktobra	10月22日
23 Oktobra	10月23日
20 Oktobra	10月20日
21 Oktobra	10月21日
19 Oktobra	10月19日
16 Oktobra	10月16日
9 Novambra	11月9日
6 Novambra	11月6日
4 Novambra	11月4日
3 Novambra	11月3日
2 Novambra	11月2日
1 Novambra	11月1日
Paramaribo	パラマリボ
22 Novambra	11月22日
Charlemagne	カール大帝
Loire-Atlantique	ロワール＝アトランティック県
San José, Costa Rica	サンホセ (コスタリカ)
Ain	アン県
Aisne	エーヌ県
Vosges	ヴォージュ県
San Salvador	サンサルバドル
Allier	アリエ県
Canberra	キャンベラ
Jura (departemanta)	ジュラ県
Hautes-Alpes	オート＝アルプ県
Alpes-de-Haute-Provence	アルプ＝ド＝オート＝プロヴァンス県
Alpes-Maritimes	アルプ＝マリティーム県
Archèche	アルデシュ県
Ardennes (departemanta)	アルデンヌ県
Jackie Stewart	ジャッキー・スチュワート
Voankazavana	光子
Aveyron	アヴェロン県
Valesa Atsimo Vaovao	ニューサウスウェールズ州
Soson-drivotry ny tany	地球の大気
Tegucigalpa	テグシガルパ
Bouches-du-Rhône	ブーシュ＝デュ＝ローヌ県
Cantal	カンタル県
Charente	シャラント県
Charente-Maritime	シャラント＝マリティーム県
Cher (departemanta)	シェール県
Corrèze	コレーズ県
Haute-Corse	オート＝コルス県
George Orwell	ジョージ・オーウェル
Corse-du-Sud	コルス＝デュ＝シュド県
Côte-d'Or	コート＝ドール県
Creuse	クルーズ県
Dordogne	ドルドーニュ県
Doubs	ドゥー県
Drôme	ドローム県
Essonne	エソンヌ県
Eure	ウール県
Eure-et-Loir	ウール＝エ＝ロワール県
Finistère	フィニステール県
Alpha Lyrae	ベガ
Rabat	ラバト
Algiers	アルジェ
Tripoli	トリポリ
Roanne	ロアンヌ
Teheran	テヘラン
Addis Ababa	アディスアベバ
Jakarta	ジャカルタ
Asmara	アスマラ
N'Djamena	ンジャメナ
Dennis Lawrence	デニス・ローレンス
Riyadh	リヤド
Dakar	ダカール
Conakry	コナクリ
Bissau	ビサウ
Sokajy:Endrika	Category:ウィキペディアのテンプレート
Praia	プライア
Accra	アクラ
Damaskosy	ダマスカス
Yamoussoukro	ヤムスクロ
Quentin Tarantino	クエンティン・タランティーノ
Ouagadougou	ワガドゥグー
Freetown	フリータウン
Amazôna	アマゾン川
Abuja	アブジャ
Porto-Novo	ポルトノボ
Amman	アンマン
Malabo	マラボ
Libreville	リーブルヴィル
Masqat	マスカット
Kinshasa	キンシャサ
Bujumbura	ブジュンブラ
Nicosia	ニコシア
Kigali	キガリ
Doha	ドーハ
Dodoma	ドドマ
Nairobi	ナイロビ
Lilongwe	リロングウェ
Lusaka	ルサカ
Manama	マナーマ
Maputo	マプト
Kampala	カンパラ
Luanda	ルアンダ
Mbabane	ムババーネ
Maseru	マセル
Antananarivo	アンタナナリボ
Kalimantan Andrefana	西カリマンタン州
Oniversite	大学
Gaborone	ハボローネ
Harare	ハラレ
Grace Kelly	グレース・ケリー
Port Louis	ポートルイス
São Tomé	サントメ
Windhoek	ウィントフック
Kinta-mazavabe	超新星
Victoria, Seychelles	ヴィクトリア (セーシェル)
Trano	家屋
Hardware	ハードウェア
Aljebra	代数学
Renirano	川
Osasco	オザスコ (サンパウロ州)
Eschweiler	エシュヴァイラー
Seranam-piaramanidina Dong Hoi	ドンホイ空港
Habakabaka	宇宙空間
Bernard Lacombe	ベルナール・ラコンブ
Michel Platini	ミシェル・プラティニ
Pierre Abélard	ピエール・アベラール
Chrétien de Troyes	クレティアン・ド・トロワ
Curitiba	クリチバ
Faure Gnassingbé	フォール・ニャシンベ
Ala	森林
Kapila mangirana	ハードディスクドライブ
Emily Dickinson	エミリー・ディキンソン
Franz Beckenbauer	フランツ・ベッケンバウアー
