Afrika	アフリカ
Wikimedia Commons	ウィキメディア・コモンズ
Łódź	ウッチ
Oslo	オスロ
Katowice	カトヴィツェ
Dubai	ドバイ
Lionel Messi	リオネル・メッシ
Nipilersorneq	音楽
Rennes	レンヌ
Lille	リール (フランス)
Moskva	モスクワ
Sankt Petersborg	サンクトペテルブルク
New Zealand	ニュージーランド
India	インド
Mongolia	モンゴル国
Venezuela	ベネズエラ
Suriname	スリナム
Paraguay	パラグアイ
Guyana	ガイアナ
Eqqumiitsuliorneq	芸術
Ecuador	エクアドル
Colombia	コロンビア
Bolivia	ボリビア
Naasut	植物
Białystok	ビャウィストク
Leonardo da Vinci	レオナルド・ダ・ヴィンチ
Iran	イラン
Iraq	イラク
Israel	イスラエル
Yemen	イエメン
Polenimiutut	ポーランド語
Jordan	ヨルダン
Kuwait	クウェート
Lebanon	レバノン
Amerika	アメリカ州
Nepal	ネパール
Oman	オマーン
Pakistan	パキスタン
Qatar	カタール
Saudi Arabia	サウジアラビア
Syria	シリア
Thailandi	タイ王国
United Arab Emirates	アラブ首長国連邦
Vietnam	ベトナム
Novosibirsk	ノヴォシビルスク
Korea Kujalleq	大韓民国
Jekaterinburg	エカテリンブルク
Afghanistan	アフガニスタン
Nizjnij Novgorod	ニジニ・ノヴゴロド
Samara	サマーラ
Kuulti	金
Omsk	オムスク
Kazan	カザン
Bangladesh	バングラデシュ
Tjeljabinsk	チェリャビンスク
Rostov ved Don	ロストフ・ナ・ドヌ
Ufa	ウファ
Volgograd	ヴォルゴグラード
Perm	ペルミ
Tanzania	タンザニア
Philippines	フィリピン
Isaac Newton	アイザック・ニュートン
Beijing	北京市
New Delhi	ニューデリー
Tbilisi	トビリシ
Libya	リビア
Madagascar	マダガスカル
Uganda	ウガンダ
FN	国際連合
Nunarsualerineq	地質学
Ahmedabad	アフマダーバード
Nunalerineq	地理学
Praha	プラハ
Mumbai	ムンバイ
Jerusalem	エルサレム
Kosovo	コソボ
Grenoble	グルノーブル
Chicago	シカゴ
Spanskisut	スペイン語
Montevideo	モンテビデオ
Kolkata	コルカタ
Chennai	チェンナイ
Delhi	デリー
Dhaka	ダッカ
Bangalore	バンガロール
Hyderabad (India)	ハイデラバード
Islamabad	イスラマバード
Aapakaaq	サル
Uetersen	ユーテルゼン
Finlandimiutut	フィンランド語
Le Mans	ル・マン
Bordeaux	ボルドー
Buenos Aires	ブエノスアイレス
Mexico City	メキシコシティ
Tokyo	東京都
La Paz (Bolivia)	ラパス
Patagonien	パタゴニア
Abu Dhabi	アブダビ
Baghdad	バグダード
Caracas	カラカス
Pune	プネー
Hindimiutut	ヒンディー語
Urdumiutut	ウルドゥー語
Wien	ウィーン
København	コペンハーゲン
Stockholm	ストックホルム
Helsinki	ヘルシンキ
Murmansk	ムルマンスク
Reykjavík	レイキャヴィーク
Tallinn	タリン
Riga	リガ
Zanzibar	ザンジバル
Gdańsk	グダニスク
Wrocław	ヴロツワフ
Kaarasjoki	カラショーク
Luxembourg (illoqarfik)	ルクセンブルク (都市)
Biibili	聖書
Ho Chi Minh Illoqarfik	ホーチミン市
Hanoi	ハノイ
Jesusip Ilumiortup Ilagiissai	真イエス教会
Tuluttut	英語
Bangkok	バンコク
Andorra la Vella	アンドラ・ラ・ベリャ
Odessa	オデッサ
Đồng Hới	ドンホイ
Concepcion, Chile	コンセプシオン (チリ)
Kyiv	キエフ
Ontario	オンタリオ州
Ottawa	オタワ
Manitoba	マニトバ州
Alberta	アルバータ州
Nova Scotia	ノバスコシア州
Dar es Salaam	ダルエスサラーム
Nouveau-Brunswick	ニューブランズウィック州
Britisk Columbia	ブリティッシュコロンビア州
Prince Edward Island	プリンスエドワードアイランド州
Saskatchewan	サスカチュワン州
2012	2012年
2011	2011年
2010	2010年
2009	2009年
Newfoundland aamma Labrador	ニューファンドランド・ラブラドール州
Northwest Territories	ノースウエスト準州
Yukon	ユーコン準州
Nunavut	ヌナブト準州
Iqaluit	イカルイト
Whitehorse (Canada)	ホワイトホース (ユーコン準州)
Yellowknife	イエローナイフ
St. John's (Newfoundland aamma Labrador)	セントジョンズ (ニューファンドランド・ラブラドール州)
Edmonton (Canada)	エドモントン
Regina (Canada)	レジャイナ
Charlottetown (Canada)	シャーロットタウン
Victoria (Canada)	ビクトリア (ブリティッシュコロンビア州)
Winnipeg	ウィニペグ
Fredericton	フレデリクトン
Halifax (Canada)	ハリファックス
Québec (illoqarfik)	ケベック・シティー
Jannuaari 1	1月1日
Jannuaari 2	1月2日
Jannuaari 3	1月3日
Lund	ルンド
Jannuaari 4	1月4日
Jannuaari 5	1月5日
Arica	アリカ (チリ)
Malmö	マルメ
Jannuaari 6	1月6日
Jannuaari 7	1月7日
Jannuaari 8	1月8日
Jannuaari 9	1月9日
Jannuaari 10	1月10日
Jannuaari 11	1月11日
Jannuaari 12	1月12日
Jannuaari 13	1月13日
Jannuaari 14	1月14日
Jannuaari 15	1月15日
Jannuaari 16	1月16日
Jannuaari 17	1月17日
Jannuaari 18	1月18日
Jannuaari 19	1月19日
Jannuaari 20	1月20日
Skien	シーエン
Jannuaari 21	1月21日
Jannuaari 22	1月22日
Jannuaari 23	1月23日
Jannuaari 24	1月24日
Jannuaari 25	1月25日
Jannuaari 26	1月26日
Jannuaari 27	1月27日
Jannuaari 28	1月28日
Jannuaari 29	1月29日
Jannuaari 30	1月30日
Jannuaari 31	1月31日
Decemberi 2	12月2日
Decemberi 1	12月1日
Decemberi 3	12月3日
Decemberi 7	12月7日
Decemberi 5	12月5日
Decemberi 8	12月8日
Decemberi 10	12月10日
Decemberi 6	12月6日
Decemberi 9	12月9日
Decemberi 4	12月4日
Februaari 1	2月1日
Februaari 2	2月2日
Februaari 3	2月3日
Kurów (Puławy eqqaaniittoq)	クルフ
Februaari 4	2月4日
Februaari 5	2月5日
Februaari 6	2月6日
Februaari 7	2月7日
Februaari 8	2月8日
Februaari 9	2月9日
Februaari 10	2月10日
Februaari 14	2月14日
Februaari 13	2月13日
Februaari 15	2月15日
Februaari 11	2月11日
Februaari 12	2月12日
Februaari 19	2月19日
Februaari 17	2月17日
Februaari 16	2月16日
Februaari 18	2月18日
Februaari 20	2月20日
Februaari 21	2月21日
Februaari 22	2月22日
Februaari 23	2月23日
Februaari 24	2月24日
Februaari 25	2月25日
Februaari 26	2月26日
Februaari 27	2月27日
Februaari 28	2月28日
Decemberi 11	12月11日
Februaari 29	2月29日
Decemberi 12	12月12日
Decemberi 13	12月13日
Decemberi 14	12月14日
Decemberi 15	12月15日
Martsi 2	3月2日
Martsi 3	3月3日
Martsi 5	3月5日
Martsi 1	3月1日
Martsi 7	3月7日
Martsi 8	3月8日
Martsi 4	3月4日
Martsi 10	3月10日
Martsi 11	3月11日
Martsi 6	3月6日
Martsi 13	3月13日
Martsi 9	3月9日
Martsi 12	3月12日
Martsi 15	3月15日
Martsi 14	3月14日
Decemberi 16	12月16日
Decemberi 17	12月17日
Kristiansand	クリスチャンサン
Martsi 16	3月16日
Martsi 17	3月17日
Martsi 18	3月18日
Martsi 19	3月19日
Martsi 20	3月20日
Martsi 21	3月21日
Martsi 22	3月22日
Decemberi 18	12月18日
Martsi 23	3月23日
Decemberi 19	12月19日
Martsi 24	3月24日
Martsi 25	3月25日
Decemberi 20	12月20日
Martsi 26	3月26日
Martsi 27	3月27日
Martsi 28	3月28日
Martsi 29	3月29日
Martsi 30	3月30日
Martsi 31	3月31日
Sana'a	サナア
Apriili 15	4月15日
Apriili 13	4月13日
Apriili 12	4月12日
Apriili 14	4月14日
Apriili 11	4月11日
Apriili 10	4月10日
Apriili 8	4月8日
Apriili 9	4月9日
Apriili 7	4月7日
Apriili 6	4月6日
Apriili 5	4月5日
Apriili 4	4月4日
Apriili 3	4月3日
Apriili 1	4月1日
Apriili 2	4月2日
Apriili 16	4月16日
Apriili 17	4月17日
Apriili 18	4月18日
Apriili 19	4月19日
Apriili 20	4月20日
Apriili 21	4月21日
Apriili 22	4月22日
Apriili 23	4月23日
Apriili 24	4月24日
Apriili 25	4月25日
Apriili 26	4月26日
Apriili 27	4月27日
Apriili 28	4月28日
Apriili 29	4月29日
Apriili 30	4月30日
Maaji 1	5月1日
Maaji 2	5月2日
Maaji 3	5月3日
Maaji 4	5月4日
Maaji 5	5月5日
Maaji 6	5月6日
Maaji 7	5月7日
Maaji 8	5月8日
Maaji 9	5月9日
Maaji 10	5月10日
Maaji 11	5月11日
Maaji 12	5月12日
Maaji 13	5月13日
Maaji 14	5月14日
Maaji 15	5月15日
Maaji 16	5月16日
Maaji 17	5月17日
Maaji 18	5月18日
Maaji 19	5月19日
Maaji 20	5月20日
Maaji 21	5月21日
Maaji 22	5月22日
Maaji 23	5月23日
Maaji 24	5月24日
Maaji 25	5月25日
Maaji 26	5月26日
Maaji 27	5月27日
Maaji 28	5月28日
Maaji 29	5月29日
Maaji 30	5月30日
Maaji 31	5月31日
Decemberi 21	12月21日
Juuni 14	6月14日
Juuni 15	6月15日
Juuni 13	6月13日
Juuni 10	6月10日
Juuni 7	6月7日
Juuni 11	6月11日
Juuni 9	6月9日
Juuni 12	6月12日
Juuni 6	6月6日
Juuni 8	6月8日
Juuni 5	6月5日
Juuni 3	6月3日
Juuni 2	6月2日
Juuni 1	6月1日
Juuni 4	6月4日
Decemberi 22	12月22日
Juuni 16	6月16日
Juuni 30	6月30日
Juuni 29	6月29日
Juuni 28	6月28日
Juuni 26	6月26日
Juuni 25	6月25日
Juuni 22	6月22日
Juuni 27	6月27日
Juuni 24	6月24日
Juuni 20	6月20日
Juuni 23	6月23日
Juuni 19	6月19日
Juuni 18	6月18日
Juuni 21	6月21日
Juuni 17	6月17日
Decemberi 23	12月23日
Arnold Schwarzenegger	アーノルド・シュワルツェネッガー
Juuli 15	7月15日
Juuli 13	7月13日
Juuli 12	7月12日
Juuli 10	7月10日
Juuli 9	7月9日
Juuli 14	7月14日
Juuli 8	7月8日
Juuli 7	7月7日
Juuli 6	7月6日
Juuli 5	7月5日
Juuli 2	7月2日
Juuli 4	7月4日
Juuli 3	7月3日
Juuli 1	7月1日
Juuli 11	7月11日
Decemberi 24	12月24日
Juuli 31	7月31日
Juuli 30	7月30日
Juuli 29	7月29日
Juuli 28	7月28日
Juuli 27	7月27日
Juuli 25	7月25日
Juuli 24	7月24日
Juuli 23	7月23日
Juuli 26	7月26日
Juuli 22	7月22日
Juuli 19	7月19日
Juuli 21	7月21日
Juuli 20	7月20日
Juuli 17	7月17日
Juuli 18	7月18日
Juuli 16	7月16日
Decemberi 25	12月25日
Decemberi 26	12月26日
Aggusti 14	8月14日
Aggusti 15	8月15日
Aggusti 13	8月13日
Aggusti 12	8月12日
Aggusti 11	8月11日
Aggusti 10	8月10日
Aggusti 8	8月8日
Aggusti 7	8月7日
Aggusti 9	8月9日
Aggusti 5	8月5日
Aggusti 4	8月4日
Aggusti 2	8月2日
Aggusti 3	8月3日
Aggusti 6	8月6日
Aggusti 1	8月1日
Decemberi 27	12月27日
Madrid	マドリード
Aggusti 16	8月16日
Aggusti 29	8月29日
Aggusti 28	8月28日
Aggusti 30	8月30日
Aggusti 25	8月25日
Aggusti 26	8月26日
Aggusti 23	8月23日
Aggusti 27	8月27日
Aggusti 21	8月21日
Aggusti 20	8月20日
Aggusti 24	8月24日
Aggusti 18	8月18日
Aggusti 17	8月17日
Aggusti 22	8月22日
Aggusti 19	8月19日
Aggusti 31	8月31日
Decemberi 28	12月28日
Bogotá	ボゴタ
Brasilia	ブラジリア
Septemberi 15	9月15日
Septemberi 14	9月14日
Septemberi 13	9月13日
Septemberi 12	9月12日
Septemberi 8	9月8日
Septemberi 11	9月11日
Septemberi 7	9月7日
Septemberi 10	9月10日
Septemberi 5	9月5日
Septemberi 4	9月4日
Septemberi 9	9月9日
Septemberi 2	9月2日
Septemberi 6	9月6日
Septemberi 1	9月1日
Septemberi 3	9月3日
Decemberi 29	12月29日
Canadami nunatat killeqarfiillu	カナダの州
Septemberi 30	9月30日
Septemberi 29	9月29日
Septemberi 28	9月28日
Septemberi 27	9月27日
Septemberi 26	9月26日
Septemberi 25	9月25日
Santiago (Chile)	サンティアゴ (チリ)
Septemberi 23	9月23日
Septemberi 22	9月22日
Septemberi 24	9月24日
Septemberi 21	9月21日
Septemberi 20	9月20日
Septemberi 18	9月18日
Septemberi 17	9月17日
Septemberi 19	9月19日
Septemberi 16	9月16日
Decemberi 30	12月30日
Sucre	スクレ (ボリビア)
Decemberi 31	12月31日
Oktoberi 1	10月1日
Oktoberi 15	10月15日
Oktoberi 12	10月12日
Oktoberi 10	10月10日
Oktoberi 14	10月14日
Oktoberi 9	10月9日
Oktoberi 8	10月8日
Oktoberi 13	10月13日
Oktoberi 7	10月7日
Oktoberi 11	10月11日
Oktoberi 6	10月6日
Oktoberi 4	10月4日
Oktoberi 5	10月5日
Oktoberi 3	10月3日
Oktoberi 2	10月2日
Oktoberi 31	10月31日
Oktoberi 30	10月30日
Oktoberi 29	10月29日
Oktoberi 28	10月28日
Oktoberi 26	10月26日
Oktoberi 25	10月25日
Oktoberi 24	10月24日
Oktoberi 27	10月27日
Oktoberi 22	10月22日
Oktoberi 23	10月23日
Oktoberi 20	10月20日
Oktoberi 21	10月21日
Oktoberi 19	10月19日
Oktoberi 17	10月17日
Oktoberi 16	10月16日
Oktoberi 18	10月18日
Novemberi 15	11月15日
Novemberi 14	11月14日
Novemberi 13	11月13日
Novemberi 12	11月12日
Novemberi 11	11月11日
Novemberi 10	11月10日
Novemberi 7	11月7日
Novemberi 8	11月8日
Novemberi 9	11月9日
Novemberi 6	11月6日
Novemberi 5	11月5日
Novemberi 4	11月4日
Novemberi 3	11月3日
Novemberi 2	11月2日
Novemberi 1	11月1日
Novemberi 30	11月30日
Novemberi 29	11月29日
Novemberi 28	11月28日
Novemberi 27	11月27日
Novemberi 26	11月26日
Novemberi 25	11月25日
Novemberi 23	11月23日
Novemberi 24	11月24日
Novemberi 21	11月21日
Novemberi 20	11月20日
Novemberi 22	11月22日
Novemberi 19	11月19日
Novemberi 18	11月18日
Novemberi 17	11月17日
Novemberi 16	11月16日
Canberra	キャンベラ
Sydney	シドニー
Melbourne	メルボルン
Tripoli	トリポリ
Angol	アンゴル
Antofagasta	アントファガスタ
Tehran	テヘラン
Jakarta	ジャカルタ
Ankara	アンカラ
Riyadh	リヤド
Chiguayante	チグアヤンテ
Damascus	ダマスカス
Chillán	チヤン
Amman	アンマン
Coyhaique	コイハイケ
Beirut	ベイルート
Masqat, Oman	マスカット
Nicosia	ニコシア
Doha	ドーハ
Dodoma	ドドマ
Copiapó	コピアポ
Nairobi	ナイロビ
Manama	マナーマ
Kampala	カンパラ
Antananarivo	アンタナナリボ
Osasco	オザスコ (サンパウロ州)
Mittarfik Dong Hoi	ドンホイ空港
Arusha	アルーシャ
Kuritiba	クリチバ
Talca, Chile	タルカ
Rancagua, Chile	ランカグア
Konfusiusi	孔子
Corbin Bleu	コービン・ブルー
Sumut atassuseq:Matematikki	Category:数学
Savalimmiut	フェロー諸島
Surat	スーラト
Hangzhou	杭州市
Céline Dion	セリーヌ・ディオン
Nunavissuaq	大陸
Illoqarfiit pingaarnersaat	首都
Monzón	モンソン
Ukiup qaammatai	月 (暦)
Almazán	アルマサン
Japanimiusut	日本語
Encyklopædi	百科事典
Saqqaa	メインページ
Eurasia	ユーラシア大陸
Francisco Goya	フランシスコ・デ・ゴヤ
Tatarstan	タタールスタン共和国
Salvador Dalí	サルバドール・ダリ
Vincent van Gogh	フィンセント・ファン・ゴッホ
Henri Matisse	アンリ・マティス
Michelangelo	ミケランジェロ・ブオナローティ
Pablo Picasso	パブロ・ピカソ
Raphael	ラファエロ・サンティ
Rembrandt	レンブラント・ファン・レイン
Jericho	エリコ
Bethlehem	ベツレヘム
Mekka	メッカ
Xi'an	西安市
Kabul	カーブル
Inuunerup isumalerineq	哲学
Sumut atassuseq:Candidates for speedy deletion	Category:即時削除対象のページ
Medan	メダン
Hebe Camargo	ヘーペ・カマルゴ
Seinäjoki	セイナヨキ
Montpellier	モンペリエ
Guovdageaidnu	カウトケイノ
Airbus A330	エアバスA330
Sumut atassuseq:Ullorissanik ilisimatusarneq	Category:天文学
Strasbourg	ストラスブール
Ekutaq	サハ共和国
Guitar	ギター
Dijon	ディジョン
Økologi	生態学
Politikki	政治
Naalakkersueriaaseq	政府
Nagguaatsoq	ゾウ
Sevastopol	セヴァストポリ
Angallassissutit	交通
Inuttut pisinnaatitaafiit pillugit silarsuarmioqatigiinut nalunaarut	世界人権宣言
WHO	世界保健機関
Swahilimiutut	スワヒリ語
Kineserisut (oqaatsit)	中国語
Toulouse	トゥールーズ
Malagassiskisut	マダガスカル語
Qagiirgiin	アナディリ
Leksikoni	語彙目録
Palembang	パレンバン
Suliffissualerineq	産業
Sumut atassuseq:Bulgaria	Category:ブルガリア
Sumut atassuseq:Frankrigi	Category:フランス
Sumut atassuseq:Nipilersorneq	Category:音楽
Ilinniartitaaneq	教育
Hongkong	香港
Karachi	カラチ
Seoul	ソウル特別市
Shanghai	上海市
Internetprotokol	Internet Protocol
Ukrainimiusut	ウクライナ語
Cancún	カンクン
Ecatepec de Morelos	エカテペック
Guadalajara (Jalisco)	グアダラハラ (メキシコ)
Svenskisuut	スウェーデン語
Qallunaatut	デンマーク語
Slovakimiusut	スロバキア語
Estlandimiutut	エストニア語
Letlandimiutut	ラトビア語
Litauenimiutut	リトアニア語
Isarukitsoq	ペンギン
Farsimiutut	ペルシア語
Upperisarsiorneq	宗教
Koreamiusut	朝鮮語
Vietnamimiusut	ベトナム語
Thailandimiutut	タイ語
Indonesiamiutut	インドネシア語
Mongoliamiutut	モンゴル語
Juutit	ユダヤ教
Hebraimiutut	ヘブライ語
Aserbajdsjaniskisut	アゼルバイジャン語
Tarnip ilinniarnera	心理学
Taoisme	道教
Bengalimiutut	ベンガル語
Ukiuunerani OL 2010	バンクーバーオリンピック
Ronald Reagan	ロナルド・レーガン
Tangerang	タンゲラン
Sasaskisut	ザザキ語
Bandung	バンドン
Bekasi	ブカシ
Depok	デポック
Saskatoon	サスカトゥーン
Tórshavn	トースハウン
Ingeniørilerineq	工学
Attaveqaqatigiinneq	コミュニケーション
Oqarasuaat	電話機
Kulturi	文化
Aritmetikki	算術
Sumut atassuseq:Brazil	Category:ブラジル
Nikerartuusisitsineq	アニメーション
Nunaateqarneq	農業
Surabaya	スラバヤ
Taparneq	ダンス
Innallangialerineq	電子機器
Silasiorneq	気象
Shenyang	瀋陽市
Chongqing	重慶市
Tianjin	天津市
Lahore	ラホール
Wuhan	武漢市
Silarsuarmi nunat	国の一覧
Nagoya	名古屋市
Ursidae	クマ
Ullorsiut	暦
Gregorianskit ullorsiutaat	グレゴリオ暦
Peqqinneq	健康
Nantes	ナント
Brest	ブレスト (フランス)
Ilisserut:Kortpositioner Islandi	Template:Location map Iceland
Ilisserut:Kortpositioner Norge	Template:Location map Norway
Ilisserut:Kortpositioner Danmarki	Template:Location map Denmark
Ilisserut:Kortpositioner Litaueni	Template:Location map Lithuania
Ilisserut:Kortpositioner Franskit Nunaat	Template:Location map France
Ilisserut:Kortpositioner Andorra	Template:Location map Andorra
Ilisserut:Kortpositioner Spania	Template:Location map Spain
Ilusilersugaaneq	建築
Ilisserut:Kortpositioner Poleni	Template:Location map Poland
Ilisserut:Kortpositioner Tjekkia	Template:Location map Czech Republic
Ilisserut:Kortpositioner Grønland	Template:Location map Greenland
Arabiamiutut	アラビア語
Tartu	タルトゥ
Iquique	イキケ
La Serena	ラ・セレナ
Makassar	マカッサル
Erfalasoq	旗
Brno	ブルノ
Qungasersooq	キリン
Shenzhen	深セン市
Queen	クイーン (バンド)
Franche-Comté	フランシュ＝コンテ地域圏
Wikipedia:Anbefalet	Wikipedia:秀逸な記事
Wikipedia:Katersortarfik	Wikipedia:井戸端
Busan	釜山広域市
Guangzhou	広州市
Nanjing	南京市
ABBA	ABBA
Amaroq	オオカミ
Pyongyang	平壌
Bien Hoa	ビエンホア
San Pedro de la Paz	サン・ペドロ・デ・ラ・パス
Nha Trang	ニャチャン
Simferopol	シンフェロポリ
Bukarest	ブカレスト
Tirana	ティラナ
Motorhead	モーターヘッド
Ukioq ilassutilik	閏年
Suwon	水原市
Daejeon	大田広域市
Daegu	大邱広域市
Incheon	仁川広域市
Falköping	ファルシェーピング
Enköping	エンシェーピング
Varberg	ヴァールベリ
Piteå	ピーテオ
Viborg	ヴィボー
Næstved	ネストヴェズ
Sønderborg	セナボー
Fredericia	フレゼリシア
Vung Tau	ブンタウ
Qarasaasialerinermik ilisimatusarneq	計算機科学
Jean Dominique Ingres	ドミニク・アングル
Cervidae	シカ
Ataatarpooq	主の祈り
Inuup ineriartorneranik ilisimatusarneq	人類学
Ulan Bator	ウランバートル
Marseille	マルセイユ
Moshchena	モシュチェナ
Ittarnisarsiorneq	考古学
Paltoga	パルトガ
Entrena	エントレナ
Wellington	ウェリントン
Inuiaqatigiinni erinaq	国歌
Palæstina	パレスチナ
Vancouver	バンクーバー (ブリティッシュコロンビア州)
Mittarfik Cam Ranh	カムラン国際空港
Svalbard	スヴァールバル諸島
Benetice	ベネティツェ (スヴィエトラー・ナト・サーザヴォウ)
Savalimmiutut	フェロー語
Ca Mau	カマウ
Da Lat	ダラット
Uppsala	ウプサラ
Göteborg	ヨーテボリ
Racibórz	ラチブシュ
Phan Thiet	ファンティエット
Aarhus	オーフス
Odense	オーデンセ
Qeerlutooq	マガモ
Kalaallisut	グリーンランド語
Jylland	ユトランド半島
Aalborg	オールボー
Helsingborg	ヘルシンボリ
Västerås	ヴェステロース
Linköping	リンシェーピング
Jönköping	ヨンショーピング市
Stavanger	スタヴァンゲル
Oqaatsoq	カワウ
Karlstad	カールスタード
Mölnlycke	メンリッケ
Sjælland	シェラン島
Umeå	ウメオ
Qussuk	オオハクチョウ
Norrköping	ノーショーピング
Örebro	エレブルー
Gävle	イェヴレ
Karlskrona	カールスクルーナ
Trondheim	トロンハイム
Kaniina	ウサギ科
Borås	ボロース
Tromsø	トロムソ
Växjö	ベクショー
Esbjerg	エスビャウ
Luleå	ルレオ
Kalmar	カルマル市
Appaliarsuk	ヒメウミスズメ
Sundsvall	スンツヴァル
Eskilstuna	エシルストゥーナ
Fyn	フュン島
Falun	ファールン
Östersund	エステルスンド
Södertälje	セーデルテリエ
Halmstad	ハルムスタッド
Drammen	ドランメン
Roskilde	ロスキレ
Zahlé	ザーレ
Thai Nguyen	タイグエン
Ciudad Juárez	シウダー・フアレス
Fukuoka	福岡市
Qarsaaq	アビ
Bergen (Norge)	ベルゲン
Aarluk	シャチ
Helsingør	ヘルシンゲル
Taliffak	キョウジョシギ
Qaqulluk	フルマカモメ
Kristianstad	クリシャンスタード
Niisa	ネズミイルカ
Apparluk	オオハシウミガラス
Vejle	ヴァイレ
Kolding	コリング
Herning	ヘアニング
Frederikshavn	フレゼリクスハウン
Afrika-Eurasia	アフロ・ユーラシア大陸
Ippernaq	カ亜目
Ystad	イースタッド
Lahti	ラハティ
Akureyri	アークレイリ
Augusto De Luca	アウグスト・デ・ルカ
Chengdu	成都市
Pinnipedia	鰭脚類
Zhengzhou	鄭州市
Pleiku	プレイク
Kraków	クラクフ
Invercargill	インバーカーギル
Siutitooq nimeruaartoq	シマウマ
Drake	ドレイク (エンターテイナー)
Soc Trang (illoqarfik)	ソクチャン
Long Xuyen	ロンスエン
My Tho	ミトー
Vinh	ヴィン
Buon Ma Thuot	バンメトート
Nanoq	ホッキョクグマ
Kasjubiskisut	カシューブ語
Tel Aviv	テルアビブ
Nice	ニース
Valparaíso	バルパライソ
Georges Seurat	ジョルジュ・スーラ
Imermiutarsuaq	カバ
Kyoto	京都市
Siissisoq	サイ
Grækerit oqaluttuatoqqanik	ギリシア神話
Inooqatigiinnik ilisimatusarneq	社会科学
Tequixquiac	テキシキアック
Luxembourg	ルクセンブルク (曖昧さ回避)
Kuwait Illoqarfik	クウェート市
Medina	マディーナ
Afrodite	アプロディーテー
Tuttorpak	ヘラジカ
Osaka	大阪市
Bayda	アルバイダ
Izmir	イズミル
Lviv	リヴィウ
Ha Long	ハロン市
